,album,track_number,id,name,uri,preview_url,artists,energy,valence,popularity,album_image,mood_vectors
418,Malai Man Pardaina Timro Rap,8,71Ka9fF1vlzv45Dk548nLS,Tero Didi Lai Bhande (Outro),spotify:track:71Ka9fF1vlzv45Dk548nLS,https://p.scdn.co/mp3-preview/a2f6f2a9b5d9c0b26cac3d7fc876c7e99a7e74cc?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1uNdXclpzyUd9ueEmje014'}, 'href': 'https://api.spotify.com/v1/artists/1uNdXclpzyUd9ueEmje014', 'id': '1uNdXclpzyUd9ueEmje014', 'name': 'Manas Ghale', 'type': 'artist', 'uri': 'spotify:artist:1uNdXclpzyUd9ueEmje014'}]",0.652,0.502,1,https://i.scdn.co/image/ab67616d0000b2738d6a95eec4f12dec16ba89b0,"[0.502, 0.652]"
419,Malai Man Pardaina Timro Rap,9,5NiiyuOtvu9LJe1RZk4N34,Maya Laideu,spotify:track:5NiiyuOtvu9LJe1RZk4N34,https://p.scdn.co/mp3-preview/2732cb4e2597afa6642895d760f86b76e3461011?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1uNdXclpzyUd9ueEmje014'}, 'href': 'https://api.spotify.com/v1/artists/1uNdXclpzyUd9ueEmje014', 'id': '1uNdXclpzyUd9ueEmje014', 'name': 'Manas Ghale', 'type': 'artist', 'uri': 'spotify:artist:1uNdXclpzyUd9ueEmje014'}]",0.425,0.043,2,https://i.scdn.co/image/ab67616d0000b2738d6a95eec4f12dec16ba89b0,"[0.043, 0.425]"
420,Malai Man Pardaina Timro Rap,10,6qUrdtx33evS9uVjG9ZD9c,La Ta Ma Ta,spotify:track:6qUrdtx33evS9uVjG9ZD9c,https://p.scdn.co/mp3-preview/45290c1181bac047f82a5f4dabbc461a3a5874f0?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1uNdXclpzyUd9ueEmje014'}, 'href': 'https://api.spotify.com/v1/artists/1uNdXclpzyUd9ueEmje014', 'id': '1uNdXclpzyUd9ueEmje014', 'name': 'Manas Ghale', 'type': 'artist', 'uri': 'spotify:artist:1uNdXclpzyUd9ueEmje014'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.54,0.652,38,https://i.scdn.co/image/ab67616d0000b2738d6a95eec4f12dec16ba89b0,"[0.652, 0.54]"
421,Album X,1,0a1wT1dERIgXs12VvqdCba,Hamro Maya,spotify:track:0a1wT1dERIgXs12VvqdCba,https://p.scdn.co/mp3-preview/16844246124d6ae1ef39cab3bcfd241909f346a2?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0enEedd34rr9PMI4maB4ZV'}, 'href': 'https://api.spotify.com/v1/artists/0enEedd34rr9PMI4maB4ZV', 'id': '0enEedd34rr9PMI4maB4ZV', 'name': 'Sarin Tamang', 'type': 'artist', 'uri': 'spotify:artist:0enEedd34rr9PMI4maB4ZV'}]",0.612,0.575,1,https://i.scdn.co/image/ab67616d0000b27372b8f6c5dd9dc5495aa57168,"[0.575, 0.612]"
422,Album X,2,2XIVIp7gt3gQUDe3fmpiqL,Crush,spotify:track:2XIVIp7gt3gQUDe3fmpiqL,https://p.scdn.co/mp3-preview/b6c7ee2b83fcccf40c85c4a3e476f4ef84466194?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0enEedd34rr9PMI4maB4ZV'}, 'href': 'https://api.spotify.com/v1/artists/0enEedd34rr9PMI4maB4ZV', 'id': '0enEedd34rr9PMI4maB4ZV', 'name': 'Sarin Tamang', 'type': 'artist', 'uri': 'spotify:artist:0enEedd34rr9PMI4maB4ZV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.655,0.688,22,https://i.scdn.co/image/ab67616d0000b27372b8f6c5dd9dc5495aa57168,"[0.688, 0.655]"
423,Album X,3,7iNZob5tQ6UpIVI57njLHO,Look Into My Eyes,spotify:track:7iNZob5tQ6UpIVI57njLHO,https://p.scdn.co/mp3-preview/e7a28ef73100a983c72c9ddfaa23405c3445cd5f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0enEedd34rr9PMI4maB4ZV'}, 'href': 'https://api.spotify.com/v1/artists/0enEedd34rr9PMI4maB4ZV', 'id': '0enEedd34rr9PMI4maB4ZV', 'name': 'Sarin Tamang', 'type': 'artist', 'uri': 'spotify:artist:0enEedd34rr9PMI4maB4ZV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.824,0.717,13,https://i.scdn.co/image/ab67616d0000b27372b8f6c5dd9dc5495aa57168,"[0.717, 0.824]"
424,Album X,4,2DktUPXaLIGzbj3M9MKKKE,Samaya,spotify:track:2DktUPXaLIGzbj3M9MKKKE,https://p.scdn.co/mp3-preview/6e94ca5ebb707f72238bd53d0039abb20379a259?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0enEedd34rr9PMI4maB4ZV'}, 'href': 'https://api.spotify.com/v1/artists/0enEedd34rr9PMI4maB4ZV', 'id': '0enEedd34rr9PMI4maB4ZV', 'name': 'Sarin Tamang', 'type': 'artist', 'uri': 'spotify:artist:0enEedd34rr9PMI4maB4ZV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0qUJ0mQXVHmEJ4MESx9H56'}, 'href': 'https://api.spotify.com/v1/artists/0qUJ0mQXVHmEJ4MESx9H56', 'id': '0qUJ0mQXVHmEJ4MESx9H56', 'name': 'Swachit Shakya', 'type': 'artist', 'uri': 'spotify:artist:0qUJ0mQXVHmEJ4MESx9H56'}]",0.56,0.844,2,https://i.scdn.co/image/ab67616d0000b27372b8f6c5dd9dc5495aa57168,"[0.844, 0.56]"
425,Album X,5,2h5lQ7ZMChoDtZUuqqV6zg,Jenny,spotify:track:2h5lQ7ZMChoDtZUuqqV6zg,https://p.scdn.co/mp3-preview/a34a322b12ed0de99892b670d37bb2faeff9c4cd?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0enEedd34rr9PMI4maB4ZV'}, 'href': 'https://api.spotify.com/v1/artists/0enEedd34rr9PMI4maB4ZV', 'id': '0enEedd34rr9PMI4maB4ZV', 'name': 'Sarin Tamang', 'type': 'artist', 'uri': 'spotify:artist:0enEedd34rr9PMI4maB4ZV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7MdZjCwfvLEVIxpz64ABP6'}, 'href': 'https://api.spotify.com/v1/artists/7MdZjCwfvLEVIxpz64ABP6', 'id': '7MdZjCwfvLEVIxpz64ABP6', 'name': 'Sudip Langendorf', 'type': 'artist', 'uri': 'spotify:artist:7MdZjCwfvLEVIxpz64ABP6'}]",0.398,0.632,1,https://i.scdn.co/image/ab67616d0000b27372b8f6c5dd9dc5495aa57168,"[0.632, 0.398]"
426,Album X,6,5FlScgPW0Rvp2exIIaub6o,Ladidadido,spotify:track:5FlScgPW0Rvp2exIIaub6o,https://p.scdn.co/mp3-preview/8e794d3cb0bdf3b6b2faa1183ce99f08ef226d2f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0enEedd34rr9PMI4maB4ZV'}, 'href': 'https://api.spotify.com/v1/artists/0enEedd34rr9PMI4maB4ZV', 'id': '0enEedd34rr9PMI4maB4ZV', 'name': 'Sarin Tamang', 'type': 'artist', 'uri': 'spotify:artist:0enEedd34rr9PMI4maB4ZV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.61,0.486,12,https://i.scdn.co/image/ab67616d0000b27372b8f6c5dd9dc5495aa57168,"[0.486, 0.61]"
427,Album X,7,3GDVN3mGiLXpifq065lFzN,Sadhai Sadhai,spotify:track:3GDVN3mGiLXpifq065lFzN,https://p.scdn.co/mp3-preview/378dbe0dc26fca5d964f969189fd5a9bb9e9e1e0?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0enEedd34rr9PMI4maB4ZV'}, 'href': 'https://api.spotify.com/v1/artists/0enEedd34rr9PMI4maB4ZV', 'id': '0enEedd34rr9PMI4maB4ZV', 'name': 'Sarin Tamang', 'type': 'artist', 'uri': 'spotify:artist:0enEedd34rr9PMI4maB4ZV'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0qUJ0mQXVHmEJ4MESx9H56'}, 'href': 'https://api.spotify.com/v1/artists/0qUJ0mQXVHmEJ4MESx9H56', 'id': '0qUJ0mQXVHmEJ4MESx9H56', 'name': 'Swachit Shakya', 'type': 'artist', 'uri': 'spotify:artist:0qUJ0mQXVHmEJ4MESx9H56'}]",0.475,0.792,17,https://i.scdn.co/image/ab67616d0000b27372b8f6c5dd9dc5495aa57168,"[0.792, 0.475]"
428,Nachana Kanchi Timi,1,7k8hC4n58lpI1vSOExyFR1,Nachana Kanchi Timi,spotify:track:7k8hC4n58lpI1vSOExyFR1,https://p.scdn.co/mp3-preview/2ad66e97c64e5da3ef85f07c8b2004c8f5b054d8?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7aYqtP8oatn2fDPLt6vVvp'}, 'href': 'https://api.spotify.com/v1/artists/7aYqtP8oatn2fDPLt6vVvp', 'id': '7aYqtP8oatn2fDPLt6vVvp', 'name': 'Alish Nepking', 'type': 'artist', 'uri': 'spotify:artist:7aYqtP8oatn2fDPLt6vVvp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.557,0.375,23,https://i.scdn.co/image/ab67616d0000b2739a345f86d126c028b01cf317,"[0.375, 0.557]"
429,In Motion,1,6FDGpykSGIvQXm0Y5IAsyI,Confidential,spotify:track:6FDGpykSGIvQXm0Y5IAsyI,https://p.scdn.co/mp3-preview/397c30a139a8d2744215aeb8370ddb6f62fa1373?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}]",0.388,0.128,2,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.128, 0.388]"
430,In Motion,2,0JGtn5bb3BBi951XDgSxnV,Voicemail,spotify:track:0JGtn5bb3BBi951XDgSxnV,https://p.scdn.co/mp3-preview/b8bdab70fe2a6269dea58f00ddf3c89e55a196fe?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}]",0.56,0.0414,1,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.0414, 0.56]"
431,In Motion,3,0HKUhEd2EWAyITZYORdAHZ,Bhawana,spotify:track:0HKUhEd2EWAyITZYORdAHZ,https://p.scdn.co/mp3-preview/7d3d81e243e777367c6543d42439093a162370bf?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}]",0.658,0.562,5,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.562, 0.658]"
432,In Motion,4,3RUqQzilpmq3rXPTOOKva7,Bad Lxve,spotify:track:3RUqQzilpmq3rXPTOOKva7,https://p.scdn.co/mp3-preview/dd186bfed1c15e48e16670648477bab55f46e3a0?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}]",0.573,0.877,5,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.877, 0.573]"
433,In Motion,5,5RhB2fev1hOitc3dJe65jg,Whiskey Kisses,spotify:track:5RhB2fev1hOitc3dJe65jg,https://p.scdn.co/mp3-preview/281dc10e1d20b9c239004ff0350635929b65ba6d?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}]",0.703,0.332,3,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.332, 0.703]"
434,In Motion,6,0TNFFkBFcs7FPLHknWTrtg,Khojey,spotify:track:0TNFFkBFcs7FPLHknWTrtg,https://p.scdn.co/mp3-preview/617ba7e64d087875d3674521cfd67e469138bd04?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4yvaFe3LRf3gyM3SlROaaF'}, 'href': 'https://api.spotify.com/v1/artists/4yvaFe3LRf3gyM3SlROaaF', 'id': '4yvaFe3LRf3gyM3SlROaaF', 'name': 'Aizen', 'type': 'artist', 'uri': 'spotify:artist:4yvaFe3LRf3gyM3SlROaaF'}]",0.594,0.745,13,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.745, 0.594]"
435,In Motion,7,2bHiVUIL4gH2PGEDVnYYtk,Us,spotify:track:2bHiVUIL4gH2PGEDVnYYtk,https://p.scdn.co/mp3-preview/ae30789b066b0c0c64abaa02a22385dc309af043?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}]",0.647,0.289,2,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.289, 0.647]"
436,In Motion,8,6HKPPi5YB2UQ2qusFKmfDY,After Us,spotify:track:6HKPPi5YB2UQ2qusFKmfDY,https://p.scdn.co/mp3-preview/8721b31c8a7a21d3974650884f2c24a5f996c443?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}]",0.418,0.524,1,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.524, 0.418]"
437,In Motion,9,43rP8ctnprYrajMEygrht4,Chaya,spotify:track:43rP8ctnprYrajMEygrht4,https://p.scdn.co/mp3-preview/ed40dc828c04cb9f4bf0ae4845141a541881ee29?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}]",0.52,0.232,2,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.232, 0.52]"
438,In Motion,10,3kTw4CGIVtFkxihYTrC85W,Feri,spotify:track:3kTw4CGIVtFkxihYTrC85W,https://p.scdn.co/mp3-preview/a4eedfc31a4f6aa69ed953afbf38e7d5791e31ca?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.521,0.465,6,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.465, 0.521]"
439,In Motion,11,7qSGBWZ1VDdBexEJLF5cOa,Vibez,spotify:track:7qSGBWZ1VDdBexEJLF5cOa,https://p.scdn.co/mp3-preview/bcdd5768fb929f3825d7c449698a2f1c26071466?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2xCPNCML5oSHOKRYUFKLxG'}, 'href': 'https://api.spotify.com/v1/artists/2xCPNCML5oSHOKRYUFKLxG', 'id': '2xCPNCML5oSHOKRYUFKLxG', 'name': 'Hennie Baker', 'type': 'artist', 'uri': 'spotify:artist:2xCPNCML5oSHOKRYUFKLxG'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5wufbRG8VHpXgNDp1wcbXn'}, 'href': 'https://api.spotify.com/v1/artists/5wufbRG8VHpXgNDp1wcbXn', 'id': '5wufbRG8VHpXgNDp1wcbXn', 'name': 'Zenith777', 'type': 'artist', 'uri': 'spotify:artist:5wufbRG8VHpXgNDp1wcbXn'}]",0.694,0.557,1,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.557, 0.694]"
440,In Motion,12,34RhkhUVFrH0DLZhRnisLb,Kalam,spotify:track:34RhkhUVFrH0DLZhRnisLb,https://p.scdn.co/mp3-preview/e0e11aaf4354502583e64224691129198bc76f9b?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}]",0.653,0.513,3,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.513, 0.653]"
441,In Motion,13,0uSIwE4KCKVqmsnsrDag9c,Rewind,spotify:track:0uSIwE4KCKVqmsnsrDag9c,https://p.scdn.co/mp3-preview/a72ce899fa6068005f9547bbcf1acb7f742b8ef5?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}]",0.634,0.359,1,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.359, 0.634]"
442,In Motion,14,0x0Z0otTjzrYdRkfVZhTI3,In Motion,spotify:track:0x0Z0otTjzrYdRkfVZhTI3,https://p.scdn.co/mp3-preview/3302573e834ce27d32f19c86bea0a738f7db6ce6?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}]",0.795,0.411,1,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.411, 0.795]"
443,In Motion,15,2sR13sEsO2KHvG4sqPFmTG,End of the World,spotify:track:2sR13sEsO2KHvG4sqPFmTG,https://p.scdn.co/mp3-preview/41beb73f4ff0f5090799feba968bef347d448223?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6vl1XAVrZBbKvuXJeOXeaB'}, 'href': 'https://api.spotify.com/v1/artists/6vl1XAVrZBbKvuXJeOXeaB', 'id': '6vl1XAVrZBbKvuXJeOXeaB', 'name': 'Vek', 'type': 'artist', 'uri': 'spotify:artist:6vl1XAVrZBbKvuXJeOXeaB'}]",0.607,0.169,3,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.169, 0.607]"
444,In Motion,16,3DuoZpTX6D3UK3fdPpSQzT,Bad Lxve - Remix,spotify:track:3DuoZpTX6D3UK3fdPpSQzT,https://p.scdn.co/mp3-preview/b574829f698443dc9ac5f3ec340320ffd3c9470b?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6muwrVPGdnJveEdMcMLVbq'}, 'href': 'https://api.spotify.com/v1/artists/6muwrVPGdnJveEdMcMLVbq', 'id': '6muwrVPGdnJveEdMcMLVbq', 'name': 'Zac Rai', 'type': 'artist', 'uri': 'spotify:artist:6muwrVPGdnJveEdMcMLVbq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3DCpwzO6gwjI3gUTHW92ct'}, 'href': 'https://api.spotify.com/v1/artists/3DCpwzO6gwjI3gUTHW92ct', 'id': '3DCpwzO6gwjI3gUTHW92ct', 'name': 'Jay Author', 'type': 'artist', 'uri': 'spotify:artist:3DCpwzO6gwjI3gUTHW92ct'}]",0.58,0.902,4,https://i.scdn.co/image/ab67616d0000b273e7abefa4898371756ef192fe,"[0.902, 0.58]"
445,Manasick Medicine,1,4bA96nJ4Z8m7a7wRoPHt5o,Intro,spotify:track:4bA96nJ4Z8m7a7wRoPHt5o,https://p.scdn.co/mp3-preview/e004b2e40e824f2f3fe9d639814dcb9e8a4825eb?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1uNdXclpzyUd9ueEmje014'}, 'href': 'https://api.spotify.com/v1/artists/1uNdXclpzyUd9ueEmje014', 'id': '1uNdXclpzyUd9ueEmje014', 'name': 'Manas Ghale', 'type': 'artist', 'uri': 'spotify:artist:1uNdXclpzyUd9ueEmje014'}]",0.463,0.655,1,https://i.scdn.co/image/ab67616d0000b27356854a6ab19ac64ee91680b1,"[0.655, 0.463]"
446,Manasick Medicine,2,5QZs5X6sRAALLXBOD3fE6Z,Medicine,spotify:track:5QZs5X6sRAALLXBOD3fE6Z,https://p.scdn.co/mp3-preview/05ad08c6a4971fff347037e230b40b327c55c4d7?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1uNdXclpzyUd9ueEmje014'}, 'href': 'https://api.spotify.com/v1/artists/1uNdXclpzyUd9ueEmje014', 'id': '1uNdXclpzyUd9ueEmje014', 'name': 'Manas Ghale', 'type': 'artist', 'uri': 'spotify:artist:1uNdXclpzyUd9ueEmje014'}]",0.619,0.581,0,https://i.scdn.co/image/ab67616d0000b27356854a6ab19ac64ee91680b1,"[0.581, 0.619]"
