,album,track_number,id,name,uri,preview_url,artists,energy,valence,popularity,album_image,mood_vectors
1011,Tuborg Open Sessions Season 2,17,3W4ULxeD5zvDsvadwqI4Ma,Kya Dami Bho,spotify:track:3W4ULxeD5zvDsvadwqI4Ma,https://p.scdn.co/mp3-preview/719bd32f25ae3e3a0c4c53989cc08575317614b7?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0dEvrhNVs5x5i20nTEWuDJ'}, 'href': 'https://api.spotify.com/v1/artists/0dEvrhNVs5x5i20nTEWuDJ', 'id': '0dEvrhNVs5x5i20nTEWuDJ', 'name': 'Shiva Pariyar', 'type': 'artist', 'uri': 'spotify:artist:0dEvrhNVs5x5i20nTEWuDJ'}]",0.788,0.444,14,https://i.scdn.co/image/ab67616d0000b27382e152127365058070265471,"[0.444, 0.788]"
1012,Tuborg Open Sessions Season 2,18,6hoKI9q3V5v82Qwv8clqb0,Timro Laagi,spotify:track:6hoKI9q3V5v82Qwv8clqb0,https://p.scdn.co/mp3-preview/69524cf05c1ef6a7bb636f7be7285e638e4869da?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ngr7eH8iGANvFG3QJlSmh'}, 'href': 'https://api.spotify.com/v1/artists/6ngr7eH8iGANvFG3QJlSmh', 'id': '6ngr7eH8iGANvFG3QJlSmh', 'name': 'Sabin Rai & The Pharaoh', 'type': 'artist', 'uri': 'spotify:artist:6ngr7eH8iGANvFG3QJlSmh'}]",0.498,0.378,32,https://i.scdn.co/image/ab67616d0000b27382e152127365058070265471,"[0.378, 0.498]"
1013,Tuborg Open Sessions Season 2,19,2IxADA4uaMc3y2zO6r2gKM,Maun,spotify:track:2IxADA4uaMc3y2zO6r2gKM,https://p.scdn.co/mp3-preview/09e1dacdec12fac17f8839796f18ca09c994f99d?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cvvF4TRQ40eW2v28MNXO3'}, 'href': 'https://api.spotify.com/v1/artists/2cvvF4TRQ40eW2v28MNXO3', 'id': '2cvvF4TRQ40eW2v28MNXO3', 'name': 'Swapnil Sharma', 'type': 'artist', 'uri': 'spotify:artist:2cvvF4TRQ40eW2v28MNXO3'}]",0.398,0.225,8,https://i.scdn.co/image/ab67616d0000b27382e152127365058070265471,"[0.225, 0.398]"
1014,Tuborg Open Sessions Season 2,20,1QC30AHqV6AZfDbqRBitwm,Chuttelan,spotify:track:1QC30AHqV6AZfDbqRBitwm,https://p.scdn.co/mp3-preview/bbdb6d9f4a45581becd6416b911bd99b7e390e42?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5oQuvcz1TmTuXrnuGtbRmT'}, 'href': 'https://api.spotify.com/v1/artists/5oQuvcz1TmTuXrnuGtbRmT', 'id': '5oQuvcz1TmTuXrnuGtbRmT', 'name': 'Kutumba', 'type': 'artist', 'uri': 'spotify:artist:5oQuvcz1TmTuXrnuGtbRmT'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6EmM1A8PQHRBfC8tStgngH'}, 'href': 'https://api.spotify.com/v1/artists/6EmM1A8PQHRBfC8tStgngH', 'id': '6EmM1A8PQHRBfC8tStgngH', 'name': 'Monish Niroula', 'type': 'artist', 'uri': 'spotify:artist:6EmM1A8PQHRBfC8tStgngH'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5F4M9DSjNGAZgU3QKKIT6e'}, 'href': 'https://api.spotify.com/v1/artists/5F4M9DSjNGAZgU3QKKIT6e', 'id': '5F4M9DSjNGAZgU3QKKIT6e', 'name': 'Aarif Rauf', 'type': 'artist', 'uri': 'spotify:artist:5F4M9DSjNGAZgU3QKKIT6e'}]",0.455,0.299,10,https://i.scdn.co/image/ab67616d0000b27382e152127365058070265471,"[0.299, 0.455]"
1015,SHABDA HARU,1,7aQl2eEmq12PPsCV54Meyz,Shabda Haru,spotify:track:7aQl2eEmq12PPsCV54Meyz,https://p.scdn.co/mp3-preview/a65ae7fed939cd9f88dd7e436f972e780b32c72f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2gIGLq74shVAPlM2OEs7Tm'}, 'href': 'https://api.spotify.com/v1/artists/2gIGLq74shVAPlM2OEs7Tm', 'id': '2gIGLq74shVAPlM2OEs7Tm', 'name': 'Aman Karna', 'type': 'artist', 'uri': 'spotify:artist:2gIGLq74shVAPlM2OEs7Tm'}]",0.238,0.246,26,https://i.scdn.co/image/ab67616d0000b2734685e6970cae4b6f2007ed39,"[0.246, 0.238]"
1016,SHABDA HARU,2,2OeCcvfucuBANdqUMczklf,Antarikchya,spotify:track:2OeCcvfucuBANdqUMczklf,https://p.scdn.co/mp3-preview/72abd848a83bca28a525617718f1c1abcf6e64f8?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}]",0.529,0.469,30,https://i.scdn.co/image/ab67616d0000b2734685e6970cae4b6f2007ed39,"[0.469, 0.529]"
1017,SHABDA HARU,3,1JPYuixhl6fkwagIZUrQXc,Bloom|Basanta,spotify:track:1JPYuixhl6fkwagIZUrQXc,https://p.scdn.co/mp3-preview/17c864a1043cf8bdce8f7e359d07a410125d6e2a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}]",0.542,0.737,32,https://i.scdn.co/image/ab67616d0000b2734685e6970cae4b6f2007ed39,"[0.737, 0.542]"
1018,SHABDA HARU,4,1CcQYELDGkdJScsoR95mg9,Bhulideu,spotify:track:1CcQYELDGkdJScsoR95mg9,https://p.scdn.co/mp3-preview/31b0329d35b1723abd75c32fb088274ca2ed1f05?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}]",0.658,0.295,24,https://i.scdn.co/image/ab67616d0000b2734685e6970cae4b6f2007ed39,"[0.295, 0.658]"
1019,SHABDA HARU,5,5Zqgp1hotgUR1q9Oy7JiWy,Timra sapana haru (outro),spotify:track:5Zqgp1hotgUR1q9Oy7JiWy,https://p.scdn.co/mp3-preview/61b9dadf30d444da409ec8edc93256e2d2ce34aa?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}]",0.322,0.281,22,https://i.scdn.co/image/ab67616d0000b2734685e6970cae4b6f2007ed39,"[0.281, 0.322]"
1020,Hami,1,7xr0wwk4fk8TFhMLUFCOtP,Hami,spotify:track:7xr0wwk4fk8TFhMLUFCOtP,https://p.scdn.co/mp3-preview/199d21e331bf6c0623a8cdca90c1592f15379641?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}]",0.173,0.0899,47,https://i.scdn.co/image/ab67616d0000b273f26300dcd9a8656dd9700860,"[0.0899, 0.173]"
1021,Don't Have To,1,0iprIN6bdMoQ4K68qlGKt0,Don't Have To,spotify:track:0iprIN6bdMoQ4K68qlGKt0,https://p.scdn.co/mp3-preview/139c2522f24da5d28a3ed99335c6c3089ef8fd54?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}]",0.438,0.337,27,https://i.scdn.co/image/ab67616d0000b2732046d5303ecf1d2ace485f8e,"[0.337, 0.438]"
1022,Yo Sahar,1,2V6w4fLyAwcldDry5XofEh,Yo Sahar,spotify:track:2V6w4fLyAwcldDry5XofEh,https://p.scdn.co/mp3-preview/03365e43a12851e04036071187e44bcfe51d128c?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}]",0.41,0.0735,55,https://i.scdn.co/image/ab67616d0000b2733f2cd027384852f7baf42b17,"[0.0735, 0.41]"
1023,Nineteen,1,1s8tcCVxjh2JiyW9ocOHkm,EXPECTATIONS,spotify:track:1s8tcCVxjh2JiyW9ocOHkm,https://p.scdn.co/mp3-preview/e04f031f43ca6977aaf53278e31597b3c33651c8?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}]",0.571,0.288,24,https://i.scdn.co/image/ab67616d0000b273f43952e6e91186c9e380987b,"[0.288, 0.571]"
1024,Nineteen,2,0MFV77X6hnTojhdCFQd646,THOSE DAYS,spotify:track:0MFV77X6hnTojhdCFQd646,https://p.scdn.co/mp3-preview/644200004507c57e326a11dc26ba827e5846ac10?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}]",0.539,0.653,21,https://i.scdn.co/image/ab67616d0000b273f43952e6e91186c9e380987b,"[0.653, 0.539]"
1025,Nineteen,3,7HXjDXwrIb7OfwfrgdfjIU,RITUUU,spotify:track:7HXjDXwrIb7OfwfrgdfjIU,https://p.scdn.co/mp3-preview/bc485e275bb0fcc8d5670f0c2dfebe042f674b6f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}]",0.281,0.342,33,https://i.scdn.co/image/ab67616d0000b273f43952e6e91186c9e380987b,"[0.342, 0.281]"
1026,Nineteen,4,4MlsQVC4R4a5HUjrUrdLbb,GHOST,spotify:track:4MlsQVC4R4a5HUjrUrdLbb,https://p.scdn.co/mp3-preview/3b515c95f048b8e28900eb3e22854129c9543bd4?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}]",0.69,0.427,24,https://i.scdn.co/image/ab67616d0000b273f43952e6e91186c9e380987b,"[0.427, 0.69]"
1027,Yo Sahar (Remix),1,5hgCZfB0cUCz4aVcuPAlA4,Yo Sahar (Remix),spotify:track:5hgCZfB0cUCz4aVcuPAlA4,https://p.scdn.co/mp3-preview/66ccfaf4ae6481a0e389721199950dc1dee19544?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5eQjvrFFWHruLF1oUF8DiU'}, 'href': 'https://api.spotify.com/v1/artists/5eQjvrFFWHruLF1oUF8DiU', 'id': '5eQjvrFFWHruLF1oUF8DiU', 'name': 'Akuzo', 'type': 'artist', 'uri': 'spotify:artist:5eQjvrFFWHruLF1oUF8DiU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}]",0.472,0.0393,20,https://i.scdn.co/image/ab67616d0000b2731c6e77f843edeb73e3b2043d,"[0.0393, 0.472]"
1028,Bhulideu (Lightswell Remix),1,1USUXZEKEOo46TCEdMeUw4,Bhulideu - Lightswell Remix,spotify:track:1USUXZEKEOo46TCEdMeUw4,https://p.scdn.co/mp3-preview/0ea2c2aeb5455a8813a15e9d57910968a9f63a4a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2tqp8OOxt02tLgMA0sye1n'}, 'href': 'https://api.spotify.com/v1/artists/2tqp8OOxt02tLgMA0sye1n', 'id': '2tqp8OOxt02tLgMA0sye1n', 'name': 'Lightswell Music', 'type': 'artist', 'uri': 'spotify:artist:2tqp8OOxt02tLgMA0sye1n'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5hcYAkz7DuyMy1JDinat5a'}, 'href': 'https://api.spotify.com/v1/artists/5hcYAkz7DuyMy1JDinat5a', 'id': '5hcYAkz7DuyMy1JDinat5a', 'name': 'Prajina', 'type': 'artist', 'uri': 'spotify:artist:5hcYAkz7DuyMy1JDinat5a'}]",0.548,0.11,7,https://i.scdn.co/image/ab67616d0000b27329af1c57b661f2f01f53d6b9,"[0.11, 0.548]"
1029,Prashna Haru (Sped Up Version),1,0HT4slEjQtakhcggnIUCLw,Prashna Haru - Sped Up Version,spotify:track:0HT4slEjQtakhcggnIUCLw,https://p.scdn.co/mp3-preview/2cc94007d9f77c01527a31e25b0ae318d60f2ecf?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4agubnRqj4q1dPR2wuUniV'}, 'href': 'https://api.spotify.com/v1/artists/4agubnRqj4q1dPR2wuUniV', 'id': '4agubnRqj4q1dPR2wuUniV', 'name': 'Ayush Gauchan', 'type': 'artist', 'uri': 'spotify:artist:4agubnRqj4q1dPR2wuUniV'}]",0.197,0.364,20,https://i.scdn.co/image/ab67616d0000b273c2fd4e38a4ac040769f98ee0,"[0.364, 0.197]"
1030,Forever (Sped Up Version),1,1xsqR8ORFzVLH0rOV9nhi8,Forever - Sped Up Version,spotify:track:1xsqR8ORFzVLH0rOV9nhi8,https://p.scdn.co/mp3-preview/13183d942ad920a30d97f98ca54688e08bc5c521?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4agubnRqj4q1dPR2wuUniV'}, 'href': 'https://api.spotify.com/v1/artists/4agubnRqj4q1dPR2wuUniV', 'id': '4agubnRqj4q1dPR2wuUniV', 'name': 'Ayush Gauchan', 'type': 'artist', 'uri': 'spotify:artist:4agubnRqj4q1dPR2wuUniV'}]",0.349,0.375,17,https://i.scdn.co/image/ab67616d0000b27377381dc50819a825f2809165,"[0.375, 0.349]"
1031,Forever,1,1HfopjWLiG2ci69Md1AdAo,Forever,spotify:track:1HfopjWLiG2ci69Md1AdAo,https://p.scdn.co/mp3-preview/dab4efe9dfba0fbfa22ce93de63d0bbafb35299c?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4agubnRqj4q1dPR2wuUniV'}, 'href': 'https://api.spotify.com/v1/artists/4agubnRqj4q1dPR2wuUniV', 'id': '4agubnRqj4q1dPR2wuUniV', 'name': 'Ayush Gauchan', 'type': 'artist', 'uri': 'spotify:artist:4agubnRqj4q1dPR2wuUniV'}]",0.307,0.302,21,https://i.scdn.co/image/ab67616d0000b273852d82e42143695acb6a74dd,"[0.302, 0.307]"
1032,Prashna Haru,1,4LoK443hcqzaL5p4glzUeG,Prashna Haru,spotify:track:4LoK443hcqzaL5p4glzUeG,https://p.scdn.co/mp3-preview/e62a030325869a3c6b82a9846b061071e589bc7a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4agubnRqj4q1dPR2wuUniV'}, 'href': 'https://api.spotify.com/v1/artists/4agubnRqj4q1dPR2wuUniV', 'id': '4agubnRqj4q1dPR2wuUniV', 'name': 'Ayush Gauchan', 'type': 'artist', 'uri': 'spotify:artist:4agubnRqj4q1dPR2wuUniV'}]",0.169,0.32,30,https://i.scdn.co/image/ab67616d0000b2738f8f75124245c891084e9f41,"[0.32, 0.169]"
1033,Maya,1,2iCvfpD5hEzLeqEbsXhXVQ,Maya,spotify:track:2iCvfpD5hEzLeqEbsXhXVQ,https://p.scdn.co/mp3-preview/5c214d393657b5ff90e1823a9b952c430bd46e02?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4agubnRqj4q1dPR2wuUniV'}, 'href': 'https://api.spotify.com/v1/artists/4agubnRqj4q1dPR2wuUniV', 'id': '4agubnRqj4q1dPR2wuUniV', 'name': 'Ayush Gauchan', 'type': 'artist', 'uri': 'spotify:artist:4agubnRqj4q1dPR2wuUniV'}]",0.291,0.329,59,https://i.scdn.co/image/ab67616d0000b273e103602d02f64d252bc95564,"[0.329, 0.291]"
1034,Jaatle Haina Dilale (Live),1,1Z8On2IycVa6OUTXIsyftm,Jaatle Haina Dilale (Live),spotify:track:1Z8On2IycVa6OUTXIsyftm,https://p.scdn.co/mp3-preview/f9fd7914823d524b3c40c0a583a380b28a6e5524?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bhmp8nhm8Bddn9OKiptAT'}, 'href': 'https://api.spotify.com/v1/artists/1bhmp8nhm8Bddn9OKiptAT', 'id': '1bhmp8nhm8Bddn9OKiptAT', 'name': '1974 A.D', 'type': 'artist', 'uri': 'spotify:artist:1bhmp8nhm8Bddn9OKiptAT'}]",0.819,0.457,11,https://i.scdn.co/image/ab67616d0000b27353dd600a6fde5253e5237985,"[0.457, 0.819]"
1035,Samriddha Muluk,1,3krOXcKZvhVdlRvgIPj3SZ,Samriddha Muluk,spotify:track:3krOXcKZvhVdlRvgIPj3SZ,https://p.scdn.co/mp3-preview/925a01615f5d1478098be45edeaea3364ef571f4?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bhmp8nhm8Bddn9OKiptAT'}, 'href': 'https://api.spotify.com/v1/artists/1bhmp8nhm8Bddn9OKiptAT', 'id': '1bhmp8nhm8Bddn9OKiptAT', 'name': '1974 A.D', 'type': 'artist', 'uri': 'spotify:artist:1bhmp8nhm8Bddn9OKiptAT'}]",0.524,0.451,9,https://i.scdn.co/image/ab67616d0000b2737073ce413fa9347ee49a4ddf,"[0.451, 0.524]"
1036,बेला,1,5R3jqgdOoCd25GtUrHF4Q0,बेला,spotify:track:5R3jqgdOoCd25GtUrHF4Q0,https://p.scdn.co/mp3-preview/76fd8544c371bbdbd49b0cc08a7048eb76c8b603?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bhmp8nhm8Bddn9OKiptAT'}, 'href': 'https://api.spotify.com/v1/artists/1bhmp8nhm8Bddn9OKiptAT', 'id': '1bhmp8nhm8Bddn9OKiptAT', 'name': '1974 A.D', 'type': 'artist', 'uri': 'spotify:artist:1bhmp8nhm8Bddn9OKiptAT'}]",0.436,0.794,16,https://i.scdn.co/image/ab67616d0000b273d2ad0aacb27c79291c06e191,"[0.794, 0.436]"
1037,तिम्रो मायाले,1,4Y0CZ5odJ3Wn8z4zJahCCS,तिम्रो मायाले,spotify:track:4Y0CZ5odJ3Wn8z4zJahCCS,https://p.scdn.co/mp3-preview/d8ab86c5a6ad0e5982f1548873056642f747575b?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bhmp8nhm8Bddn9OKiptAT'}, 'href': 'https://api.spotify.com/v1/artists/1bhmp8nhm8Bddn9OKiptAT', 'id': '1bhmp8nhm8Bddn9OKiptAT', 'name': '1974 A.D', 'type': 'artist', 'uri': 'spotify:artist:1bhmp8nhm8Bddn9OKiptAT'}]",0.39,0.559,1,https://i.scdn.co/image/ab67616d0000b273dbf7e4a31f2340b09b098941,"[0.559, 0.39]"
1038,Eklai Chu,1,0xj8XlB2pywHhJTFWRkkgd,Eklai Chu,spotify:track:0xj8XlB2pywHhJTFWRkkgd,https://p.scdn.co/mp3-preview/a21e557dee5abf1db8075888054e321ac475078c?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bhmp8nhm8Bddn9OKiptAT'}, 'href': 'https://api.spotify.com/v1/artists/1bhmp8nhm8Bddn9OKiptAT', 'id': '1bhmp8nhm8Bddn9OKiptAT', 'name': '1974 A.D', 'type': 'artist', 'uri': 'spotify:artist:1bhmp8nhm8Bddn9OKiptAT'}]",0.355,0.792,12,https://i.scdn.co/image/ab67616d0000b273eb5211d2ea6765e6fa960059,"[0.792, 0.355]"
1039,Tyo Raat Ko - Reprised,1,54nhYrdTlJDsTHhfPKLnrw,Tyo Raat Ko - Reprised,spotify:track:54nhYrdTlJDsTHhfPKLnrw,https://p.scdn.co/mp3-preview/59dd1132ab64841152829172e8bdbe9ccde49413?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bhmp8nhm8Bddn9OKiptAT'}, 'href': 'https://api.spotify.com/v1/artists/1bhmp8nhm8Bddn9OKiptAT', 'id': '1bhmp8nhm8Bddn9OKiptAT', 'name': '1974 A.D', 'type': 'artist', 'uri': 'spotify:artist:1bhmp8nhm8Bddn9OKiptAT'}]",0.528,0.504,15,https://i.scdn.co/image/ab67616d0000b273556bd7573e56976538ea0957,"[0.504, 0.528]"
1040,Pirai Pir,1,07dvKbiAte1XouL1v3YLM4,Pirai Pir,spotify:track:07dvKbiAte1XouL1v3YLM4,https://p.scdn.co/mp3-preview/25d3b484048ff6c178d8fc9d101783f137674070?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1bhmp8nhm8Bddn9OKiptAT'}, 'href': 'https://api.spotify.com/v1/artists/1bhmp8nhm8Bddn9OKiptAT', 'id': '1bhmp8nhm8Bddn9OKiptAT', 'name': '1974 A.D', 'type': 'artist', 'uri': 'spotify:artist:1bhmp8nhm8Bddn9OKiptAT'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/42ESTawkVxsfet6CdAJSDa'}, 'href': 'https://api.spotify.com/v1/artists/42ESTawkVxsfet6CdAJSDa', 'id': '42ESTawkVxsfet6CdAJSDa', 'name': 'The New Line Up', 'type': 'artist', 'uri': 'spotify:artist:42ESTawkVxsfet6CdAJSDa'}]",0.733,0.896,0,https://i.scdn.co/image/ab67616d0000b2738ce1d952de670005e0ceab90,"[0.896, 0.733]"
1041,Aantahin,1,2N895UjJZBnYlVZ0VBxH31,Lali Gurans Ajambari,spotify:track:2N895UjJZBnYlVZ0VBxH31,https://p.scdn.co/mp3-preview/369390ade0a43f3ed6b94ae65842032c6ae66420?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0vI0OrcxXmYH9khKAEbSJ4'}, 'href': 'https://api.spotify.com/v1/artists/0vI0OrcxXmYH9khKAEbSJ4', 'id': '0vI0OrcxXmYH9khKAEbSJ4', 'name': 'Shila Bahadur Moktan', 'type': 'artist', 'uri': 'spotify:artist:0vI0OrcxXmYH9khKAEbSJ4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4oKzTTwJ7Mt0EavDpeNkqZ'}, 'href': 'https://api.spotify.com/v1/artists/4oKzTTwJ7Mt0EavDpeNkqZ', 'id': '4oKzTTwJ7Mt0EavDpeNkqZ', 'name': 'Kunti Moktan', 'type': 'artist', 'uri': 'spotify:artist:4oKzTTwJ7Mt0EavDpeNkqZ'}]",0.494,0.636,0,https://i.scdn.co/image/ab67616d0000b2736a7261cd4cf235cbdf90d25e,"[0.636, 0.494]"
1042,Aantahin,2,17QhKC9nomJnl7PV11yMwb,Timro Mayale Malai-Yaadma,spotify:track:17QhKC9nomJnl7PV11yMwb,https://p.scdn.co/mp3-preview/a1f39ba37594ce84e7af1af1058b2ad0e2d2a315?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/77Bs0JAqLvsE1wDZqHvTxn'}, 'href': 'https://api.spotify.com/v1/artists/77Bs0JAqLvsE1wDZqHvTxn', 'id': '77Bs0JAqLvsE1wDZqHvTxn', 'name': 'Nabin K Bhattarai', 'type': 'artist', 'uri': 'spotify:artist:77Bs0JAqLvsE1wDZqHvTxn'}]",0.435,0.291,0,https://i.scdn.co/image/ab67616d0000b2736a7261cd4cf235cbdf90d25e,"[0.291, 0.435]"
